0,2248.0,154.0,-2867.0,697.0,180.0,-317.0,0
0,2168.0,-167.0,-2910.0,679.0,192.0,-346.0,0
0,2085.0,-648.0,-2923.0,636.0,216.0,-386.0,0
0,2023.0,-1078.0,-2838.0,576.0,255.0,-437.0,0
0,2006.0,-1278.0,-2766.0,531.0,282.0,-482.0,0
0,2047.0,-1640.0,-2732.0,485.0,309.0,-524.0,0
0,2144.0,-1993.0,-2722.0,440.0,325.0,-546.0,0
0,2230.0,-2160.0,-2685.0,400.0,331.0,-557.0,0
0,2343.0,-2318.0,-2604.0,367.0,321.0,-576.0,0
0,2563.0,-2284.0,-2568.0,337.0,302.0,-607.0,0
0,2710.0,-2229.0,-2570.0,311.0,281.0,-643.0,0
0,2965.0,-2070.0,-2570.0,292.0,249.0,-676.0,0
0,3105.0,-1874.0,-2633.0,270.0,219.0,-690.0,0
0,3051.0,-1626.0,-2565.0,259.0,205.0,-679.0,0
0,3038.0,-1236.0,-2505.0,259.0,204.0,-671.0,0
0,3015.0,-946.0,-2600.0,261.0,207.0,-662.0,0
0,2999.0,-824.0,-2644.0,259.0,203.0,-637.0,0
0,2919.0,-706.0,-2726.0,253.0,203.0,-594.0,0
0,2796.0,-597.0,-2658.0,254.0,205.0,-538.0,0
0,2689.0,-663.0,-2564.0,254.0,210.0,-474.0,0
0,2645.0,-660.0,-2462.0,250.0,210.0,-422.0,0
0,2686.0,-621.0,-2387.0,256.0,209.0,-380.0,0
0,2797.0,-543.0,-2375.0,264.0,195.0,-357.0,0
0,2992.0,-420.0,-2382.0,270.0,179.0,-362.0,0
0,3175.0,-328.0,-2474.0,279.0,157.0,-371.0,0
0,3240.0,-418.0,-2573.0,270.0,144.0,-374.0,0
0,3131.0,-543.0,-2563.0,255.0,142.0,-373.0,0
0,3088.0,-649.0,-2548.0,239.0,157.0,-379.0,0
0,3027.0,-868.0,-2537.0,215.0,178.0,-394.0,0
0,3066.0,-1253.0,-2619.0,176.0,186.0,-400.0,0
0,3073.0,-1580.0,-2687.0,137.0,186.0,-382.0,0
0,3021.0,-1798.0,-2622.0,116.0,186.0,-314.0,0
0,2960.0,-2019.0,-2534.0,98.0,183.0,-230.0,0
0,2930.0,-2186.0,-2498.0,76.0,174.0,-150.0,0
0,2980.0,-2224.0,-2445.0,58.0,160.0,-78.0,0
0,3017.0,-2294.0,-2490.0,26.0,162.0,-44.0,0
0,2909.0,-2476.0,-2529.0,-26.0,170.0,-34.0,0
0,2717.0,-2630.0,-2582.0,-91.0,200.0,-15.0,0
0,2661.0,-2714.0,-2594.0,-148.0,224.0,30.0,0
0,2639.0,-2781.0,-2575.0,-192.0,228.0,100.0,0
0,2724.0,-2667.0,-2532.0,-210.0,202.0,180.0,0
0,2910.0,-2457.0,-2556.0,-209.0,162.0,257.0,0
0,3035.0,-2157.0,-2624.0,-204.0,118.0,315.0,0
0,3102.0,-1890.0,-2682.0,-199.0,88.0,357.0,0
0,3040.0,-1484.0,-2661.0,-187.0,78.0,383.0,0
0,2933.0,-1079.0,-2565.0,-179.0,93.0,389.0,0
0,2788.0,-625.0,-2508.0,-157.0,110.0,382.0,0
0,2720.0,-168.0,-2470.0,-119.0,129.0,373.0,0
0,2615.0,141.0,-2472.0,-74.0,142.0,375.0,0
0,2510.0,240.0,-2550.0,-42.0,160.0,383.0,0
0,2416.0,285.0,-2686.0,-15.0,179.0,392.0,0
0,2372.0,238.0,-2749.0,7.0,205.0,403.0,0
0,2364.0,121.0,-2789.0,23.0,226.0,426.0,0
0,2409.0,28.0,-2778.0,49.0,244.0,439.0,0
0,2558.0,-186.0,-2748.0,72.0,250.0,457.0,0
0,2792.0,-486.0,-2786.0,88.0,251.0,472.0,0
0,2975.0,-833.0,-2765.0,96.0,240.0,478.0,0
0,3052.0,-1017.0,-2651.0,101.0,234.0,476.0,0
0,3170.0,-1084.0,-2474.0,107.0,226.0,437.0,0
0,3385.0,-1087.0,-2370.0,122.0,227.0,363.0,0
0,3556.0,-1247.0,-2449.0,107.0,218.0,289.0,0
